accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,acc_magnitude,gyro_magnitude,mean_acceleration,std_acceleration,variance_acceleration,signal_magnitude_area,tilt_angle_x,tilt_angle_y,activity,stability,risk_level,fall_detected,fall_type
0.9845,0.4336,9.1163,1.2675,-0.7492,-0.0379,9.1796,1.4728,3.5115,3.9696,15.7578,3.5115,6.1569,2.7073,Walking,Stable,LOW,0,No Fall
0.0261,-0.1986,9.5998,-0.0279,0.5985,-0.2356,9.6019,0.6439,3.1424,4.567,20.8571,3.2748,0.1557,-1.185,Standing,Stable,LOW,0,No Fall
0.3612,0.5382,9.3494,3.1649,0.269,1.5533,9.3718,3.5358,3.4163,4.196,17.6062,3.4163,2.209,3.2922,Walking,Stable,LOW,0,No Fall
0.1261,-0.0895,9.6882,-0.9795,-0.6334,0.4552,9.6895,1.2521,3.2416,4.5593,20.7871,3.3013,0.7457,-0.529,Standing,Stable,LOW,0,No Fall
0.0584,0.0238,9.7801,0.1442,-0.0584,0.0264,9.7803,0.1578,3.2874,4.5911,21.0778,3.2874,0.3421,0.1393,Sitting,Stable,LOW,0,No Fall
3.881,-2.3045,9.6627,-5.6419,-2.4294,-0.6382,10.665,6.1758,3.7464,4.8865,23.8783,5.2827,21.3398,-12.4792,Walking,Unstable,MEDIUM,0,No Fall
0.0761,-0.0288,10.0071,-0.1995,-0.0378,-0.0427,10.0074,0.2075,3.3514,4.7064,22.1505,3.3707,0.4356,-0.1649,Sitting,Stable,LOW,0,No Fall
0.6532,-0.1079,9.5382,2.3212,1.8229,2.4444,9.5611,3.8322,3.3612,4.3788,19.1741,3.4331,3.9174,-0.6463,Walking,Stable,LOW,0,No Fall
0.4502,-0.0617,9.1005,5.4827,-5.2809,0.5081,9.1119,7.6293,3.163,4.2037,17.6707,3.2041,2.8319,-0.3879,Walking,Stable,LOW,0,No Fall
0.054,0.0886,9.889,0.1023,0.2126,-0.2705,9.8896,0.3589,3.3439,4.6281,21.4194,3.3439,0.3131,0.5135,Sitting,Stable,LOW,0,No Fall
0.0558,0.0537,9.83,-0.1677,-0.198,-0.1007,9.8303,0.2784,3.3131,4.6081,21.2345,3.3131,0.3252,0.3127,Sitting,Stable,LOW,0,No Fall
-0.0115,0.0076,9.7712,0.106,0.0476,-0.438,9.7712,0.4532,3.2558,4.6071,21.2254,3.2634,-0.0675,0.0445,Standing,Stable,LOW,0,No Fall
1.2635,5.565,1.9876,4.1987,3.2394,7.9667,6.0429,9.5703,2.9387,1.8805,3.5362,2.9387,12.069,67.0613,Standing,Unstable,CRITICAL,1,Side Fall Right
1.3961,5.0501,8.922,-0.5977,-3.6233,0.3427,10.3468,3.6882,5.1228,3.0729,9.4425,5.1228,7.7547,29.215,Walking,Unstable,MEDIUM,0,No Fall
0.5235,-0.0525,9.1914,-1.3131,3.9954,2.7136,9.2065,5.0051,3.2208,4.2284,17.8793,3.2558,3.2598,-0.3265,Walking,Stable,LOW,0,No Fall
0.1019,-0.0199,9.9641,-0.0153,0.1128,0.1919,9.9646,0.2231,3.3487,4.678,21.884,3.3619,0.5858,-0.1143,Sitting,Stable,LOW,0,No Fall
-0.3445,1.2421,9.4696,-2.1793,7.0454,1.1435,9.5569,7.4629,3.4557,4.3015,18.5029,3.6854,-2.066,7.4678,Standing,Unstable,HIGH,0,No Fall
0.8074,-5.2826,2.9348,0.8879,-12.5936,-1.8656,6.0968,12.7619,-0.5135,3.4824,12.1268,3.0083,7.6102,-60.0496,Standing,Unstable,CRITICAL,1,Side Fall Left
0.1388,0.0077,9.6721,0.3162,0.3626,0.4626,9.6731,0.6675,3.2729,4.5252,20.4777,3.2729,0.8222,0.0459,Standing,Stable,LOW,0,No Fall
-0.1515,0.228,9.9624,0.5095,-0.01,-0.465,9.9662,0.6898,3.3463,4.6808,21.9103,3.4473,-0.8708,1.3111,Standing,Stable,LOW,0,No Fall
-0.0401,0.1093,9.7908,-0.466,0.3004,-0.2488,9.7915,0.6077,3.2867,4.5995,21.1556,3.3134,-0.2346,0.6399,Standing,Stable,LOW,0,No Fall
-0.0072,0.0157,9.9651,0.1506,0.3415,0.0051,9.9652,0.3733,3.3245,4.6956,22.049,3.3294,-0.0417,0.0902,Standing,Stable,LOW,0,No Fall
2.12,-4.1646,8.458,-2.317,-2.8766,-3.1665,9.6631,4.8651,2.1378,5.1531,26.5549,4.9142,12.673,-25.5298,Walking,Unstable,MEDIUM,0,No Fall
-0.0439,-0.0243,9.8649,0.1078,-0.2267,-0.1903,9.865,0.315,3.2656,4.6664,21.7756,3.311,-0.255,-0.1409,Sitting,Stable,LOW,0,No Fall
-0.0386,-0.01,9.8799,0.1048,-0.1746,0.3626,9.8799,0.4159,3.2771,4.6689,21.7985,3.3095,-0.2241,-0.058,Sitting,Stable,LOW,0,No Fall
-0.0773,-0.0919,9.8436,0.0422,-0.1132,-0.1901,9.8443,0.2252,3.2248,4.6802,21.904,3.3376,-0.4497,-0.5347,Sitting,Stable,LOW,0,No Fall
-0.0232,-0.0896,9.8501,0.1695,-0.5824,-0.1423,9.8505,0.623,3.2458,4.6701,21.8094,3.321,-0.1349,-0.5213,Standing,Stable,LOW,0,No Fall
0.2703,0.5154,9.4387,2.7597,-3.6796,-0.3045,9.4566,4.6096,3.4081,4.2654,18.1937,3.4081,1.6381,3.1241,Walking,Stable,LOW,0,No Fall
-0.0042,-0.0328,9.9286,-0.3465,0.1613,-0.1217,9.9287,0.4011,3.2972,4.6892,21.9882,3.3219,-0.0245,-0.1893,Standing,Stable,LOW,0,No Fall
0.2851,-0.0085,9.0844,-5.91,1.5862,-0.1982,9.0889,6.1224,3.1203,4.219,17.7998,3.126,1.7973,-0.0538,Walking,Stable,LOW,0,No Fall
-1.9899,0.1064,8.9752,6.0662,7.3983,-6.9161,9.1937,11.8054,2.3639,4.7526,22.5869,3.6905,-12.5001,0.6632,Walking,Unstable,MEDIUM,0,No Fall
0.2159,0.0886,8.7639,-0.176,-3.6744,1.0418,8.767,3.8233,3.0228,4.0599,16.4828,3.0228,1.411,0.5791,Walking,Stable,LOW,0,No Fall
-0.4145,5.3446,1.4986,-7.3903,-7.5398,-6.5849,5.5661,12.4429,2.1429,2.3949,5.7354,2.4192,-4.2709,73.779,Standing,Unstable,CRITICAL,1,Side Fall Right
0.0428,0.0898,9.6936,0.2527,-0.0955,0.0696,9.6941,0.279,3.2754,4.5384,20.5969,3.2754,0.2532,0.5308,Sitting,Stable,LOW,0,No Fall
-0.2005,0.0314,9.8309,0.1146,-0.4409,0.1649,9.833,0.4845,3.2206,4.6751,21.857,3.3543,-1.1686,0.1829,Standing,Stable,LOW,0,No Fall
-0.006,0.0401,9.7882,0.1206,0.1588,-0.0385,9.7883,0.2031,3.2741,4.6062,21.2172,3.2781,-0.0352,0.235,Sitting,Stable,LOW,0,No Fall
0.8998,0.0142,9.8982,0.8929,-2.5781,-0.084,9.939,2.7297,3.6041,4.4653,19.9388,3.6041,5.1944,0.0817,Walking,Stable,LOW,0,No Fall
0.0607,0.0798,9.796,0.0286,-0.3461,0.051,9.7965,0.351,3.3122,4.5848,21.0204,3.3122,0.3549,0.4666,Standing,Stable,LOW,0,No Fall
0.0014,-0.0101,9.7603,0.0286,0.1538,-0.0917,9.7603,0.1814,3.2505,4.6031,21.1887,3.2573,0.008,-0.0593,Sitting,Stable,LOW,0,No Fall
-0.0188,-0.0706,9.7614,0.1348,-0.1864,-0.056,9.7616,0.2368,3.224,4.6227,21.369,3.2836,-0.1105,-0.4141,Sitting,Stable,LOW,0,No Fall
0.0544,0.2482,9.86,-1.1318,-2.4042,0.9502,9.8633,2.8221,3.3875,4.5774,20.9529,3.3875,0.3158,1.4418,Walking,Stable,LOW,0,No Fall
-0.0074,-0.0883,9.7721,-1.0139,-0.3334,0.1352,9.7726,1.0759,3.2255,4.6293,21.4305,3.2893,-0.0432,-0.5178,Standing,Stable,LOW,0,No Fall
-0.0744,-0.0304,9.7495,0.4281,0.3331,0.1462,9.7499,0.5618,3.2149,4.6207,21.351,3.2848,-0.4374,-0.1785,Sitting,Stable,LOW,0,No Fall
0.1033,0.3691,9.8248,-0.5297,3.9872,-0.8944,9.8323,4.1204,3.4324,4.5214,20.4431,3.4324,0.6019,2.1516,Walking,Stable,LOW,0,No Fall
0.0148,-0.0363,9.8106,-0.0123,-0.3818,-0.3456,9.8107,0.5152,3.263,4.6299,21.4361,3.2872,0.0862,-0.2121,Sitting,Stable,LOW,0,No Fall
-0.0196,0.0683,9.2495,3.8109,1.5665,-2.2092,9.2498,4.6752,3.0994,4.3489,18.9132,3.1125,-0.1213,0.423,Walking,Stable,LOW,0,No Fall
0.0039,0.014,9.7327,-0.0142,-0.4111,0.029,9.7327,0.4124,3.2502,4.5838,21.0116,3.2502,0.0231,0.0822,Sitting,Stable,LOW,0,No Fall
0.0483,-0.0611,9.8963,0.0952,0.2428,0.0194,9.8966,0.2615,3.2945,4.6684,21.7938,3.3352,0.2799,-0.3537,Standing,Stable,LOW,0,No Fall
0.0404,0.0291,9.8087,-0.1227,0.0552,0.2729,9.8088,0.3042,3.2927,4.6075,21.2288,3.2927,0.2361,0.17,Sitting,Stable,LOW,0,No Fall
-0.0184,0.0081,9.7664,-0.1354,0.0399,0.0112,9.7664,0.1415,3.252,4.6064,21.2187,3.2643,-0.1082,0.0476,Sitting,Stable,LOW,0,No Fall
-0.018,-0.049,9.7903,0.2493,0.1282,-0.3736,9.7904,0.4671,3.2411,4.631,21.4462,3.2858,-0.1053,-0.287,Sitting,Stable,LOW,0,No Fall
-0.0837,-0.0494,9.771,0.3088,-0.2146,0.0025,9.7715,0.376,3.2126,4.6375,21.5064,3.3014,-0.4908,-0.2898,Sitting,Stable,LOW,0,No Fall
0.7722,0.3735,9.8025,-4.2319,1.2589,1.6973,9.84,4.7302,3.6494,4.3539,18.9568,3.6494,4.5011,2.1752,Walking,Stable,LOW,0,No Fall
-0.0803,0.0773,9.7917,-0.1925,-0.769,-0.0202,9.7923,0.793,3.2629,4.617,21.3168,3.3164,-0.47,0.4521,Standing,Stable,LOW,0,No Fall
0.0288,-0.0499,9.8086,-0.164,-0.0687,-0.0798,9.8088,0.1949,3.2625,4.6289,21.4271,3.2958,0.168,-0.2916,Sitting,Stable,LOW,0,No Fall
-0.0481,-0.104,9.9407,-0.4809,0.3372,0.2005,9.9414,0.6206,3.2629,4.722,22.2975,3.3643,-0.2772,-0.5997,Standing,Stable,LOW,0,No Fall
-0.2981,-0.2518,9.5109,-1.2119,2.2924,-0.6395,9.5189,2.6707,2.987,4.6131,21.2809,3.3536,-1.7947,-1.5156,Standing,Unstable,HIGH,0,No Fall
2.7344,0.0765,8.9075,2.037,9.813,-2.4207,9.3181,10.3104,3.9061,3.6992,13.6843,3.9061,17.0646,0.4705,Walking,Unstable,MEDIUM,0,No Fall
0.0044,-0.0795,9.7554,-0.4071,0.4189,-0.1492,9.7558,0.6029,3.2268,4.6166,21.3129,3.2798,0.0257,-0.4668,Standing,Stable,LOW,0,No Fall
0.0276,0.029,9.673,-0.0013,-0.0394,-0.3064,9.673,0.309,3.2432,4.5465,20.6711,3.2432,0.1634,0.1715,Sitting,Stable,LOW,0,No Fall
0.031,0.0021,9.8196,-0.2309,0.0603,0.0657,9.8197,0.2475,3.2843,4.6212,21.3555,3.2843,0.1811,0.0125,Sitting,Stable,LOW,0,No Fall
-0.0101,1.0595,8.8765,-8.9749,-5.5447,-1.5983,8.9396,10.6699,3.3087,3.9612,15.6914,3.3154,-0.0647,6.8068,Standing,Unstable,HIGH,0,No Fall
-0.0909,-0.0084,9.7368,0.2887,0.1679,-0.263,9.7372,0.4251,3.2125,4.6135,21.2844,3.2787,-0.5351,-0.0495,Standing,Stable,LOW,0,No Fall
0.123,-0.0654,9.6138,0.7818,0.2984,-0.3489,9.6148,0.9066,3.2238,4.5191,20.422,3.2674,0.7331,-0.3896,Standing,Stable,LOW,0,No Fall
0.5328,0.4406,9.6944,1.0692,0.7136,0.2718,9.719,1.3139,3.5559,4.3407,18.8415,3.5559,3.1426,2.5986,Walking,Stable,LOW,0,No Fall
1.4243,0.4679,9.3422,-1.5402,-1.4934,0.7975,9.4618,2.2888,3.7448,3.9772,15.818,3.7448,8.6578,2.8346,Standing,Unstable,HIGH,0,No Fall
-0.9289,-3.0979,9.5178,16.0978,-1.6552,-1.8545,10.0523,16.2886,1.8303,5.5075,30.3328,4.5149,-5.3023,-17.9492,Walking,Unstable,MEDIUM,0,No Fall
0.0237,0.0791,9.6375,-0.0341,0.0927,0.156,9.6378,0.1847,3.2468,4.519,20.421,3.2468,0.1412,0.4701,Sitting,Stable,LOW,0,No Fall
0.6117,0.5404,9.5101,4.592,-2.2623,0.116,9.5451,5.1203,3.5541,4.2117,17.7382,3.5541,3.6743,3.2453,Walking,Stable,LOW,0,No Fall
0.4578,0.1895,9.3903,2.0525,1.391,-1.9893,9.4034,3.1788,3.3459,4.2755,18.2797,3.3459,2.7908,1.1544,Walking,Stable,LOW,0,No Fall
0.066,0.1863,9.8364,0.6045,-0.9677,0.6039,9.8383,1.291,3.3629,4.5777,20.9555,3.3629,0.3841,1.085,Standing,Stable,LOW,0,No Fall
0.0864,-5.551,1.56,7.1686,-1.3773,1.8518,5.7667,7.5309,-1.3015,3.0645,9.3911,2.3992,0.8589,-74.28,Standing,Unstable,CRITICAL,1,Side Fall Left
-0.0196,-0.0966,9.8042,-0.0519,0.0083,-0.0992,9.8047,0.1123,3.2293,4.6492,21.6155,3.3068,-0.1143,-0.5647,Sitting,Stable,LOW,0,No Fall
0.122,-0.101,9.6947,0.2729,-0.7428,0.0677,9.696,0.7943,3.2386,4.5661,20.8492,3.3059,0.7212,-0.5969,Standing,Stable,LOW,0,No Fall
-0.0375,0.0438,9.9134,-0.1531,0.0261,-0.264,9.9135,0.3063,3.3065,4.6719,21.8262,3.3315,-0.2168,0.2529,Sitting,Stable,LOW,0,No Fall
0.5394,-0.0416,9.4104,-1.6857,-0.738,-1.3055,9.4259,2.2562,3.3027,4.3253,18.708,3.3305,3.2807,-0.2531,Walking,Stable,LOW,0,No Fall
0.5606,-0.2,8.5243,3.7292,-0.2039,0.2367,8.545,3.7423,2.9616,3.9456,15.5679,3.0949,3.7613,-1.3409,Walking,Stable,LOW,0,No Fall
0.0214,-0.039,9.8818,-0.1207,0.2846,-0.0819,9.8819,0.3198,3.2881,4.6625,21.7393,3.3141,0.124,-0.2261,Sitting,Stable,LOW,0,No Fall
0.7964,0.0829,9.2675,3.5333,6.276,-2.0047,9.302,7.476,3.3823,4.1717,17.4029,3.3823,4.9116,0.5104,Walking,Stable,LOW,0,No Fall
0.558,0.4578,9.2286,3.8443,-0.9707,-4.6729,9.2567,6.1284,3.4148,4.1112,16.9016,3.4148,3.4561,2.8347,Walking,Stable,LOW,0,No Fall
0.122,0.1081,9.8126,-0.6872,-0.7246,0.1262,9.814,1.0065,3.3476,4.5715,20.8985,3.3476,0.7123,0.6313,Standing,Stable,LOW,0,No Fall
0.3838,-0.093,9.4026,-0.0458,-7.1146,0.9459,9.4109,7.1773,3.2311,4.3682,19.0815,3.2931,2.3372,-0.5661,Walking,Stable,LOW,0,No Fall
0.773,0.3708,10.0882,0.4885,-7.7233,1.7225,10.1246,7.9281,3.744,4.489,20.1515,3.744,4.3787,2.099,Walking,Stable,LOW,0,No Fall
-3.0248,1.5598,9.2923,-6.673,-1.3373,-0.0123,9.8959,6.8057,2.6091,5.0829,25.8356,4.6256,-17.7981,9.0687,Standing,Unstable,HIGH,0,No Fall
-0.0251,-0.0133,9.8503,0.0432,0.081,0.1705,9.8503,0.1936,3.2706,4.6525,21.6457,3.2962,-0.1458,-0.0771,Sitting,Stable,LOW,0,No Fall
0.0966,-0.0502,9.9041,0.0382,0.0752,0.2429,9.9047,0.2571,3.3168,4.6583,21.6994,3.3503,0.5588,-0.2903,Sitting,Stable,LOW,0,No Fall
-0.0642,-0.0309,9.8903,-0.3102,0.2792,-0.06,9.8905,0.4216,3.2651,4.6847,21.9469,3.3285,-0.3718,-0.1791,Sitting,Stable,LOW,0,No Fall
-0.0175,0.0526,9.8141,-0.1987,0.0116,0.1232,9.8142,0.2341,3.283,4.6182,21.3278,3.2947,-0.1021,0.3069,Sitting,Stable,LOW,0,No Fall
0.797,0.2265,8.7976,-0.561,-0.3159,4.0787,8.8365,4.1292,3.2737,3.9129,15.3109,3.2737,5.1747,1.4689,Walking,Stable,LOW,0,No Fall
0.5385,5.66,3.3326,6.8883,-10.3045,13.5841,6.5903,18.389,3.177,2.0937,4.3838,3.177,4.6865,59.1862,Walking,Unstable,CRITICAL,1,Side Fall Right
0.0846,0.0589,9.7536,0.1738,-0.0086,0.0687,9.7541,0.1871,3.299,4.564,20.8305,3.299,0.4971,0.3461,Sitting,Stable,LOW,0,No Fall
0.014,-0.108,9.8068,0.0316,-0.2367,0.0541,9.8074,0.2449,3.2376,4.6454,21.5797,3.3096,0.0815,-0.6308,Sitting,Stable,LOW,0,No Fall
0.0884,0.0008,9.7357,0.1471,-0.0475,-0.1645,9.7361,0.2258,3.275,4.5686,20.8718,3.275,0.5204,0.005,Sitting,Stable,LOW,0,No Fall
0.0943,-0.1956,9.472,-3.8501,-4.4663,0.0122,9.4745,5.8967,3.1236,4.4906,20.1653,3.254,0.5702,-1.183,Walking,Stable,LOW,0,No Fall
0.4626,0.4206,10.1072,1.7193,-1.2817,3.1252,10.1266,3.7902,3.6635,4.5565,20.7613,3.6635,2.6181,2.3807,Walking,Stable,LOW,0,No Fall
0.1223,-0.0781,9.5519,-0.5827,0.1239,-0.0223,9.553,0.5962,3.1987,4.4932,20.1885,3.2508,0.7334,-0.4686,Standing,Stable,LOW,0,No Fall
0.8367,-0.2714,8.9869,2.6681,-5.0257,-0.5415,9.0298,5.7158,3.184,4.1281,17.041,3.365,5.3163,-1.7224,Walking,Stable,LOW,0,No Fall
-0.1079,0.012,9.8525,0.0126,-0.0142,-0.1609,9.8531,0.162,3.2522,4.6674,21.7843,3.3241,-0.6273,0.0696,Sitting,Stable,LOW,0,No Fall
-0.2759,0.0806,9.1604,-5.2166,-3.9549,0.7593,9.1649,6.5902,2.9884,4.3667,19.0681,3.1723,-1.7251,0.504,Walking,Stable,LOW,0,No Fall
0.5031,-0.3396,9.4166,-4.8523,-4.2238,1.1611,9.4362,6.5371,3.1934,4.4139,19.4828,3.4198,3.0561,-2.0622,Walking,Stable,LOW,0,No Fall
0.3749,0.2976,9.3553,3.9084,1.2062,-0.414,9.3675,4.1112,3.3426,4.2517,18.0773,3.3426,2.2935,1.8207,Walking,Stable,LOW,0,No Fall
-0.0032,0.034,9.8014,0.043,0.3451,-0.0048,9.8014,0.3478,3.2774,4.6132,21.2813,3.2795,-0.0186,0.199,Sitting,Stable,LOW,0,No Fall
-0.1005,-0.3295,9.4531,-3.2652,-2.1288,1.8695,9.4594,4.323,3.0077,4.5585,20.7803,3.2944,-0.609,-1.9961,Walking,Stable,LOW,0,No Fall
-5.3838,0.3888,2.686,-11.4456,-1.8977,-2.1395,6.0292,11.7975,-0.7697,3.3948,11.5247,2.8195,-63.2472,3.6976,Standing,Unstable,CRITICAL,1,Backward Fall
0.2979,-0.189,9.969,-2.5559,4.0335,4.3029,9.9752,6.4278,3.3593,4.678,21.8835,3.4853,1.7114,-1.0856,Walking,Stable,LOW,0,No Fall
-0.0198,0.0913,9.7973,0.8493,0.3831,0.1135,9.7977,0.9386,3.2896,4.6018,21.1769,3.3028,-0.1159,0.534,Standing,Stable,LOW,0,No Fall
0.013,0.0012,9.89,-0.0023,0.081,-0.2438,9.89,0.2569,3.3014,4.6589,21.7049,3.3014,0.0751,0.0072,Sitting,Stable,LOW,0,No Fall
0.2043,0.0933,9.486,-2.0455,3.5638,0.9899,9.4887,4.2267,3.2612,4.4019,19.3763,3.2612,1.2335,0.5633,Walking,Stable,LOW,0,No Fall
0.5109,0.4935,9.0742,-0.5254,0.5213,-3.4786,9.102,3.5564,3.3595,4.0409,16.329,3.3595,3.2175,3.108,Walking,Stable,LOW,0,No Fall
0.9952,-0.1171,9.5238,2.6419,8.1136,-3.3298,9.5764,9.1596,3.4673,4.3066,18.5469,3.5454,5.965,-0.7007,Walking,Stable,LOW,0,No Fall
0.9719,1.4062,9.4673,0.3968,-5.2849,-2.4649,9.6204,5.8449,3.9485,3.9064,15.2602,3.9485,5.7985,8.4047,Standing,Unstable,HIGH,0,No Fall
0.04,0.0325,9.9361,0.2175,-0.0677,-0.0222,9.9363,0.2289,3.3362,4.6668,21.7794,3.3362,0.2308,0.1877,Sitting,Stable,LOW,0,No Fall
0.0636,0.0171,9.7508,0.1064,-0.0356,-0.1416,9.751,0.1807,3.2772,4.5776,20.9542,3.2772,0.3736,0.1006,Sitting,Stable,LOW,0,No Fall
-0.0991,0.0464,9.8334,-0.2613,-0.212,-0.0869,9.834,0.3475,3.2603,4.6483,21.6069,3.3263,-0.5774,0.2706,Sitting,Stable,LOW,0,No Fall
-1.1445,-1.0865,9.0368,-4.804,-3.1227,2.7675,9.1736,6.3631,2.2686,4.7859,22.9049,3.7559,-7.1667,-6.8023,Walking,Unstable,MEDIUM,0,No Fall
-0.0217,-0.0043,9.8317,0.3688,0.4705,-0.1032,9.8317,0.6067,3.2686,4.6408,21.5374,3.2859,-0.1263,-0.025,Standing,Stable,LOW,0,No Fall
0.0203,-0.0089,9.8054,0.0039,-0.0853,0.0548,9.8055,0.1014,3.2723,4.6196,21.3411,3.2782,0.1188,-0.052,Sitting,Stable,LOW,0,No Fall
0.5015,0.5889,9.8464,2.7156,1.6452,0.8522,9.8768,3.2874,3.6456,4.3848,19.2264,3.6456,2.9102,3.4183,Walking,Stable,LOW,0,No Fall
0.6153,0.2459,9.3972,-3.0477,3.9744,0.2584,9.4205,5.0151,3.4195,4.2296,17.8893,3.4195,3.7447,1.4959,Walking,Stable,LOW,0,No Fall
0.0555,-0.037,9.8266,-0.0907,0.2282,-0.0117,9.8268,0.2459,3.2817,4.6281,21.4191,3.3063,0.3235,-0.2155,Sitting,Stable,LOW,0,No Fall
0.0543,0.0328,9.8434,-0.1014,0.0234,0.0923,9.8436,0.1391,3.3102,4.6197,21.3414,3.3102,0.3163,0.1909,Sitting,Stable,LOW,0,No Fall
0.442,0.1084,10.4041,2.9059,-3.3885,0.9959,10.414,4.5736,3.6515,4.7768,22.8175,3.6515,2.4324,0.5962,Walking,Stable,LOW,0,No Fall
-0.0332,0.0256,9.6785,-0.1022,0.0595,0.0055,9.6786,0.1184,3.2236,4.5644,20.8335,3.2458,-0.1965,0.1513,Sitting,Stable,LOW,0,No Fall
0.7414,0.0459,9.314,3.026,-0.5555,0.0281,9.3436,3.0767,3.3671,4.2147,17.7635,3.3671,4.5511,0.2814,Walking,Stable,LOW,0,No Fall
0.774,-0.175,9.3186,-0.9132,6.675,-2.5052,9.3523,7.1879,3.3059,4.2693,18.2267,3.4225,4.7472,-1.0723,Walking,Stable,LOW,0,No Fall
0.1097,0.1359,9.6932,0.1345,0.3333,-0.249,9.6948,0.4373,3.3129,4.5115,20.3539,3.3129,0.6486,0.8031,Sitting,Stable,LOW,0,No Fall
0.2814,0.1727,9.5143,-4.8456,2.6172,0.8691,9.52,5.5754,3.3228,4.3783,19.1695,3.3228,1.6936,1.0392,Walking,Stable,LOW,0,No Fall
0.8295,0.2333,9.6846,0.1013,4.2305,-2.6541,9.7229,4.9952,3.5825,4.3217,18.6774,3.5825,4.894,1.3751,Walking,Stable,LOW,0,No Fall
0.401,-0.1269,9.7956,2.364,-6.9622,1.3642,9.8046,7.4781,3.3566,4.5582,20.7769,3.4411,2.3439,-0.7415,Walking,Stable,LOW,0,No Fall
0.4726,0.2535,9.4962,-4.3655,-5.6337,-2.6931,9.5113,7.619,3.4074,4.3063,18.5445,3.4074,2.8478,1.5272,Walking,Stable,LOW,0,No Fall
0.096,-0.0311,9.6925,0.0183,-1.1842,0.1858,9.693,1.1988,3.2524,4.5541,20.7395,3.2732,0.5676,-0.184,Standing,Stable,LOW,0,No Fall
0.3122,-0.056,8.9227,3.0375,-4.4111,-1.4417,8.9284,5.5464,3.0596,4.1485,17.2104,3.097,2.0038,-0.3591,Walking,Stable,LOW,0,No Fall
0.1683,0.3082,9.2955,3.3719,2.0403,-1.8886,9.3021,4.3703,3.2573,4.27,18.233,3.2573,1.0364,1.8987,Walking,Stable,LOW,0,No Fall
-0.0551,-0.0022,9.7479,0.3137,0.0846,-0.1258,9.7481,0.3484,3.2302,4.6088,21.2409,3.2684,-0.3241,-0.0127,Sitting,Stable,LOW,0,No Fall
0.095,0.0661,9.7045,0.3071,0.0094,-0.5086,9.7052,0.5942,3.2885,4.5368,20.5824,3.2885,0.5608,0.3904,Sitting,Stable,LOW,0,No Fall
0.0961,-0.02,9.7537,-0.0109,-0.1572,-0.2564,9.7542,0.3009,3.2766,4.5802,20.9786,3.2899,0.5644,-0.1173,Sitting,Stable,LOW,0,No Fall
0.1859,-0.0489,9.8234,-0.8232,0.4163,-0.2218,9.8253,0.9487,3.3202,4.5995,21.1551,3.3527,1.0844,-0.2849,Standing,Stable,LOW,0,No Fall
-0.0642,-0.1156,9.835,-0.6506,0.3875,-0.1526,9.8358,0.7725,3.2184,4.6787,21.8899,3.3383,-0.3739,-0.6735,Standing,Stable,LOW,0,No Fall
0.0029,0.0856,9.7793,-0.0716,0.1177,-0.4153,9.7797,0.4375,3.2893,4.5893,21.0615,3.2893,0.0172,0.5016,Sitting,Stable,LOW,0,No Fall
0.0724,0.093,9.9343,-0.177,-0.442,0.0177,9.935,0.4765,3.3666,4.6441,21.5674,3.3666,0.4178,0.5366,Standing,Stable,LOW,0,No Fall
-0.0474,-0.0046,9.72,0.0375,0.0323,-0.0245,9.7201,0.0552,3.2227,4.5944,21.1081,3.2573,-0.2797,-0.027,Sitting,Stable,LOW,0,No Fall
0.9329,0.2244,9.178,1.9893,3.3321,-4.7893,9.228,6.1642,3.4451,4.064,16.5165,3.4451,5.8025,1.3934,Walking,Stable,LOW,0,No Fall
-0.0814,0.0638,9.6936,-0.5967,0.1432,-0.0693,9.6942,0.6175,3.2254,4.5742,20.9229,3.2796,-0.4811,0.3772,Standing,Stable,LOW,0,No Fall
5.1041,-1.6361,8.6884,6.8788,15.3335,-0.5582,10.2087,16.815,4.0522,4.2801,18.3191,5.1429,29.9985,-9.2221,Standing,Unstable,HIGH,0,No Fall
-0.1364,0.3546,8.4032,-11.6703,1.4572,0.0382,8.4118,11.761,2.8738,3.915,15.3272,2.9647,-0.9289,2.4158,Walking,Unstable,MEDIUM,0,No Fall
-0.1406,0.0372,9.7968,0.0972,0.3119,0.3289,9.7979,0.4636,3.2311,4.6432,21.5593,3.3249,-0.8224,0.2173,Standing,Stable,LOW,0,No Fall
1.1367,0.3416,9.5764,0.5486,-2.9022,-1.2929,9.6497,3.2242,3.6849,4.1785,17.4601,3.6849,6.7648,2.0289,Walking,Stable,LOW,0,No Fall
0.0514,-0.0193,9.8055,-0.1525,0.1734,0.1003,9.8056,0.2517,3.2792,4.6149,21.2969,3.2921,0.3005,-0.1128,Sitting,Stable,LOW,0,No Fall
-0.0195,0.0127,9.716,0.7905,-0.393,0.6377,9.716,1.089,3.2364,4.5818,20.9927,3.2494,-0.1153,0.075,Standing,Stable,LOW,0,No Fall
0.0469,0.0394,9.8087,0.2039,-0.1348,0.3767,9.8089,0.449,3.2983,4.6035,21.1925,3.2983,0.2737,0.2299,Sitting,Stable,LOW,0,No Fall
0.0605,-0.1433,9.7389,-0.0859,0.2489,0.3039,9.7402,0.4021,3.2187,4.6112,21.2636,3.3143,0.356,-0.8431,Standing,Stable,LOW,0,No Fall
